iso2,country,year,wage_median_eur,source
SI,Slovenia,2021,1677,ses_interpolated
SI,Slovenia,2022,1754,ses_survey
SI,Slovenia,2023,1923,ses_extrapolated
SI,Slovenia,2024,2042,ses_extrapolated
SI,Slovenia,2025,2203,ses_extrapolated
SI,Slovenia,2026,2358,mean_growth_projected
SI,Slovenia,2027,2448,mean_growth_projected
SI,Slovenia,2028,2553,mean_growth_projected
SI,Slovenia,2029,2664,mean_growth_projected
SI,Slovenia,2030,2779,mean_growth_projected
SI,Slovenia,2031,2897,mean_growth_projected
SK,Slovakia,1995,154,mean_growth_backcast
SK,Slovakia,1996,174,mean_growth_backcast
SK,Slovakia,1997,210,mean_growth_backcast
SK,Slovakia,1998,222,mean_growth_backcast
SK,Slovakia,1999,213,mean_growth_backcast
SK,Slovakia,2000,249,mean_growth_backcast
SK,Slovakia,2001,258,mean_growth_backcast
SK,Slovakia,2002,284,ses_survey
SK,Slovakia,2003,322,ses_interpolated
SK,Slovakia,2004,360,ses_interpolated
SK,Slovakia,2005,398,ses_interpolated
SK,Slovakia,2006,436,ses_survey
SK,Slovakia,2007,490,ses_interpolated
SK,Slovakia,2008,544,ses_interpolated
SK,Slovakia,2009,599,ses_interpolated
SK,Slovakia,2010,653,ses_survey
SK,Slovakia,2011,684,ses_interpolated
SK,Slovakia,2012,716,ses_interpolated
SK,Slovakia,2013,748,ses_interpolated
SK,Slovakia,2014,779,ses_survey
SK,Slovakia,2015,833,ses_interpolated
SK,Slovakia,2016,888,ses_interpolated
SK,Slovakia,2017,942,ses_interpolated
SK,Slovakia,2018,996,ses_survey
SK,Slovakia,2019,1067,ses_interpolated
SK,Slovakia,2020,1138,ses_interpolated
SK,Slovakia,2021,1210,ses_interpolated
SK,Slovakia,2022,1281,ses_survey
SK,Slovakia,2023,1414,ses_extrapolated
SK,Slovakia,2024,1523,ses_extrapolated
SK,Slovakia,2025,1618,ses_extrapolated
SK,Slovakia,2026,1786,mean_growth_projected
SK,Slovakia,2027,1877,mean_growth_projected
SK,Slovakia,2028,1982,mean_growth_projected
SK,Slovakia,2029,2083,mean_growth_projected
SK,Slovakia,2030,2178,mean_growth_projected
SK,Slovakia,2031,2267,mean_growth_projected
SM,San Marino,2025,2271,ratio_estimate
TR,Turkey,2004,308,mean_growth_backcast
TR,Turkey,2005,368,mean_growth_backcast
TR,Turkey,2006,339,ses_survey
TR,Turkey,2007,366,ses_interpolated
TR,Turkey,2008,394,ses_interpolated
TR,Turkey,2009,422,ses_interpolated
TR,Turkey,2010,449,ses_survey
TR,Turkey,2011,458,ses_interpolated
TR,Turkey,2012,466,ses_interpolated
TR,Turkey,2013,474,ses_interpolated
TR,Turkey,2014,483,ses_survey
TR,Turkey,2015,488,ses_interpolated
TR,Turkey,2016,494,ses_interpolated
TR,Turkey,2017,500,ses_interpolated
TR,Turkey,2018,505,ses_survey
TR,Turkey,2019,572,mean_growth_projected
TR,Turkey,2020,533,mean_growth_projected
TR,Turkey,2021,487,mean_growth_projected
TR,Turkey,2022,509,mean_growth_projected
TR,Turkey,2023,709,mean_growth_projected
TR,Turkey,2024,892,mean_growth_projected
TR,Turkey,2025,1039,mean_growth_projected
TR,Turkey,2026,1062,mean_growth_projected
TR,Turkey,2027,1050,mean_growth_projected
TR,Turkey,2028,1117,mean_growth_projected
TR,Turkey,2029,1177,mean_growth_projected
TR,Turkey,2030,1230,mean_growth_projected
TR,Turkey,2031,1282,mean_growth_projected
UA,Ukraine,1999,35,ratio_estimate
UA,Ukraine,2000,41,ratio_estimate
UA,Ukraine,2002,65,ratio_estimate
UA,Ukraine,2003,67,ratio_estimate
UA,Ukraine,2004,77,ratio_estimate
UA,Ukraine,2005,109,ratio_estimate
UA,Ukraine,2006,142,ratio_estimate
UA,Ukraine,2007,168,ratio_estimate
UA,Ukraine,2008,202,ratio_estimate
UA,Ukraine,2009,151,ratio_estimate
UA,Ukraine,2010,184,ratio_estimate
UA,Ukraine,2011,205,ratio_estimate
UA,Ukraine,2012,255,ratio_estimate
UA,Ukraine,2013,266,ratio_estimate
UA,Ukraine,2014,191,ratio_estimate
UA,Ukraine,2015,149,ratio_estimate
UA,Ukraine,2016,158,ratio_estimate
UA,Ukraine,2017,205,ratio_estimate
UA,Ukraine,2018,238,ratio_estimate
UA,Ukraine,2019,314,ratio_estimate
UA,Ukraine,2020,325,ratio_estimate
UA,Ukraine,2021,375,ratio_estimate
UA,Ukraine,2022,334,ratio_estimate
UA,Ukraine,2023,442,ratio_estimate
UA,Ukraine,2024,464,ratio_estimate
UA,Ukraine,2025,483,ratio_estimate
UA,Ukraine,2026,575,ratio_estimate
UA,Ukraine,2027,601,ratio_estimate
UA,Ukraine,2028,620,ratio_estimate
UA,Ukraine,2029,640,ratio_estimate
UA,Ukraine,2030,676,ratio_estimate
UA,Ukraine,2031,721,ratio_estimate
XK,Kosovo,2025,616,ratio_estimate
