iso2,country,year,wage_median_eur,wage_median_ppp,pli,pli_source,source
NO,Norway,2011,4519,2889.0,156.4,eurostat_pli,ses_interpolated
NO,Norway,2012,4618,2821.0,163.7,eurostat_pli,ses_interpolated
NO,Norway,2013,4718,2945.0,160.2,eurostat_pli,ses_interpolated
NO,Norway,2014,4818,3110.0,154.9,eurostat_pli,ses_survey
NO,Norway,2015,4774,3092.0,154.4,eurostat_pli,ses_interpolated
NO,Norway,2016,4731,3040.0,155.6,eurostat_pli,ses_interpolated
NO,Norway,2017,4688,3080.0,152.2,eurostat_pli,ses_interpolated
NO,Norway,2018,4644,3153.0,147.3,eurostat_pli,ses_survey
NO,Norway,2019,4734,3199.0,148.0,eurostat_pli,ses_interpolated
NO,Norway,2020,4824,3446.0,140.0,eurostat_pli,ses_interpolated
NO,Norway,2021,4915,3546.0,138.6,eurostat_pli,ses_interpolated
NO,Norway,2022,5005,3716.0,134.7,eurostat_pli,ses_survey
NO,Norway,2023,4651,3745.0,124.2,eurostat_pli,mean_growth_projected
NO,Norway,2024,4813,3869.0,124.4,eurostat_pli,mean_growth_projected
NO,Norway,2025,5004,4319.0,115.9,imf_derived,mean_growth_projected
NO,Norway,2026,5213,4336.0,120.2,imf_derived,mean_growth_projected
NO,Norway,2027,5214,4458.0,116.9,imf_derived,mean_growth_projected
NO,Norway,2028,5186,4561.0,113.7,imf_derived,mean_growth_projected
NO,Norway,2029,5164,4676.0,110.4,imf_derived,mean_growth_projected
NO,Norway,2030,5161,4799.0,107.5,imf_derived,mean_growth_projected
NO,Norway,2031,5171,4923.0,105.0,imf_derived,mean_growth_projected
PL,Poland,1995,233,532.0,43.8,eurostat_pli,mean_growth_backcast
PL,Poland,1996,276,592.0,46.6,eurostat_pli,mean_growth_backcast
PL,Poland,1997,306,628.0,48.7,eurostat_pli,mean_growth_backcast
PL,Poland,1998,330,650.0,50.8,eurostat_pli,mean_growth_backcast
PL,Poland,1999,350,711.0,49.2,eurostat_pli,mean_growth_backcast
PL,Poland,2000,409,744.0,55.0,eurostat_pli,mean_growth_backcast
PL,Poland,2001,490,811.0,60.4,eurostat_pli,mean_growth_backcast
PL,Poland,2002,467,821.0,56.9,eurostat_pli,ses_survey
PL,Poland,2003,488,978.0,49.9,eurostat_pli,ses_interpolated
PL,Poland,2004,509,1028.0,49.5,eurostat_pli,ses_interpolated
PL,Poland,2005,530,935.0,56.7,eurostat_pli,ses_interpolated
PL,Poland,2006,551,923.0,59.7,eurostat_pli,ses_survey
PL,Poland,2007,582,939.0,62.0,eurostat_pli,ses_interpolated
PL,Poland,2008,613,907.0,67.6,eurostat_pli,ses_interpolated
PL,Poland,2009,644,1126.0,57.2,eurostat_pli,ses_interpolated
PL,Poland,2010,675,1131.0,59.7,eurostat_pli,ses_survey
PL,Poland,2011,704,1199.0,58.7,eurostat_pli,ses_interpolated
PL,Poland,2012,732,1260.0,58.1,eurostat_pli,ses_interpolated
PL,Poland,2013,760,1306.0,58.2,eurostat_pli,ses_interpolated
PL,Poland,2014,789,1340.0,58.9,eurostat_pli,ses_survey
PL,Poland,2015,820,1397.0,58.7,eurostat_pli,ses_interpolated
PL,Poland,2016,850,1486.0,57.2,eurostat_pli,ses_interpolated
PL,Poland,2017,880,1477.0,59.6,eurostat_pli,ses_interpolated
PL,Poland,2018,911,1506.0,60.5,eurostat_pli,ses_survey
PL,Poland,2019,971,1597.0,60.8,eurostat_pli,ses_interpolated
PL,Poland,2020,1030,1722.0,59.8,eurostat_pli,ses_interpolated
PL,Poland,2021,1090,1811.0,60.2,eurostat_pli,ses_interpolated
PL,Poland,2022,1150,1849.0,62.2,eurostat_pli,ses_survey
PL,Poland,2023,1371,2028.0,67.6,eurostat_pli,ses_interpolated
PL,Poland,2024,1592,2214.0,71.9,eurostat_pli,national_office
PL,Poland,2025,1713,2463.0,69.6,imf_derived,national_office
PL,Poland,2026,1832,2665.0,68.7,imf_derived,mean_growth_projected
PL,Poland,2027,1917,2795.0,68.6,imf_derived,mean_growth_projected
PL,Poland,2028,2025,2930.0,69.1,imf_derived,mean_growth_projected
PL,Poland,2029,2142,3075.0,69.6,imf_derived,mean_growth_projected
PL,Poland,2030,2260,3228.0,70.0,imf_derived,mean_growth_projected
PL,Poland,2031,2384,3388.0,70.4,imf_derived,mean_growth_projected
PT,Portugal,1995,520,691.0,75.2,eurostat_pli,mean_growth_backcast
PT,Portugal,1996,555,731.0,75.9,eurostat_pli,mean_growth_backcast
PT,Portugal,1997,576,744.0,77.4,eurostat_pli,mean_growth_backcast
PT,Portugal,1998,596,759.0,78.5,eurostat_pli,mean_growth_backcast
PT,Portugal,1999,638,807.0,79.1,eurostat_pli,mean_growth_backcast
PT,Portugal,2000,672,844.0,79.6,eurostat_pli,mean_growth_backcast
PT,Portugal,2001,703,868.0,81.0,eurostat_pli,mean_growth_backcast
PT,Portugal,2002,726,885.0,82.0,eurostat_pli,mean_growth_backcast
PT,Portugal,2003,750,919.0,81.6,eurostat_pli,mean_growth_backcast
PT,Portugal,2004,769,930.0,82.7,eurostat_pli,mean_growth_backcast
PT,Portugal,2005,794,979.0,81.1,eurostat_pli,mean_growth_backcast
PT,Portugal,2006,806,1001.0,80.5,eurostat_pli,ses_survey
PT,Portugal,2007,826,1009.0,81.9,eurostat_pli,ses_interpolated
PT,Portugal,2008,847,1033.0,82.0,eurostat_pli,ses_interpolated
PT,Portugal,2009,868,1045.0,83.1,eurostat_pli,ses_interpolated
PT,Portugal,2010,888,1079.0,82.3,eurostat_pli,ses_survey
PT,Portugal,2011,891,1066.0,83.6,eurostat_pli,ses_interpolated
PT,Portugal,2012,894,1090.0,82.0,eurostat_pli,ses_interpolated
PT,Portugal,2013,898,1110.0,80.9,eurostat_pli,ses_interpolated
PT,Portugal,2014,901,1115.0,80.8,eurostat_pli,ses_survey
PT,Portugal,2015,912,1120.0,81.4,eurostat_pli,ses_interpolated
PT,Portugal,2016,922,1120.0,82.3,eurostat_pli,ses_interpolated
PT,Portugal,2017,933,1113.0,83.8,eurostat_pli,ses_interpolated
PT,Portugal,2018,944,1121.0,84.2,eurostat_pli,ses_survey
PT,Portugal,2019,983,1161.0,84.7,eurostat_pli,ses_interpolated
PT,Portugal,2020,1022,1202.0,85.0,eurostat_pli,ses_interpolated
PT,Portugal,2021,1060,1251.0,84.7,eurostat_pli,ses_interpolated
PT,Portugal,2022,1099,1313.0,83.7,eurostat_pli,ses_survey
PT,Portugal,2023,1203,1462.0,82.3,eurostat_pli,mean_growth_projected
PT,Portugal,2024,1288,1561.0,82.5,eurostat_pli,mean_growth_projected
PT,Portugal,2025,1346,1537.0,87.6,imf_derived,mean_growth_projected
PT,Portugal,2026,1498,1702.0,88.0,imf_derived,mean_growth_projected
PT,Portugal,2027,1564,1778.0,87.9,imf_derived,mean_growth_projected
PT,Portugal,2028,1632,1847.0,88.4,imf_derived,mean_growth_projected
PT,Portugal,2029,1700,1925.0,88.3,imf_derived,mean_growth_projected
PT,Portugal,2030,1767,2002.0,88.3,imf_derived,mean_growth_projected
PT,Portugal,2031,1835,2084.0,88.1,imf_derived,mean_growth_projected
RO,Romania,1995,74,267.0,27.7,eurostat_pli,mean_growth_backcast
RO,Romania,1996,77,292.0,26.4,eurostat_pli,mean_growth_backcast
RO,Romania,1997,69,230.0,30.0,eurostat_pli,mean_growth_backcast
RO,Romania,1998,106,297.0,35.7,eurostat_pli,mean_growth_backcast
RO,Romania,1999,86,268.0,32.1,eurostat_pli,mean_growth_backcast
RO,Romania,2000,124,333.0,37.2,eurostat_pli,mean_growth_backcast
RO,Romania,2001,154,407.0,37.8,eurostat_pli,mean_growth_backcast
RO,Romania,2002,151,395.0,38.2,eurostat_pli,ses_survey
RO,Romania,2003,176,461.0,38.2,eurostat_pli,ses_interpolated
RO,Romania,2004,202,527.0,38.3,eurostat_pli,ses_interpolated
RO,Romania,2005,227,481.0,47.2,eurostat_pli,ses_interpolated
RO,Romania,2006,252,505.0,49.9,eurostat_pli,ses_survey
RO,Romania,2007,272,481.0,56.5,eurostat_pli,ses_interpolated
RO,Romania,2008,293,535.0,54.8,eurostat_pli,ses_interpolated
RO,Romania,2009,314,642.0,48.9,eurostat_pli,ses_interpolated
RO,Romania,2010,334,693.0,48.2,eurostat_pli,ses_survey
RO,Romania,2011,347,707.0,49.1,eurostat_pli,ses_interpolated
RO,Romania,2012,360,758.0,47.5,eurostat_pli,ses_interpolated
RO,Romania,2013,372,738.0,50.4,eurostat_pli,ses_interpolated
RO,Romania,2014,385,753.0,51.1,eurostat_pli,ses_survey
RO,Romania,2015,464,892.0,52.0,eurostat_pli,ses_interpolated
RO,Romania,2016,544,1062.0,51.2,eurostat_pli,ses_interpolated
RO,Romania,2017,623,1212.0,51.4,eurostat_pli,ses_interpolated
RO,Romania,2018,702,1330.0,52.8,eurostat_pli,ses_survey
RO,Romania,2019,765,1443.0,53.0,eurostat_pli,ses_interpolated
RO,Romania,2020,828,1586.0,52.2,eurostat_pli,ses_interpolated
RO,Romania,2021,890,1692.0,52.6,eurostat_pli,ses_interpolated
RO,Romania,2022,953,1705.0,55.9,eurostat_pli,ses_survey
RO,Romania,2023,1145,1998.0,57.3,eurostat_pli,mean_growth_projected
RO,Romania,2024,1336,2238.0,59.7,eurostat_pli,mean_growth_projected
RO,Romania,2025,1363,2136.0,63.8,imf_derived,mean_growth_projected
RO,Romania,2026,1552,2338.0,66.4,imf_derived,mean_growth_projected
RO,Romania,2027,1662,2467.0,67.4,imf_derived,mean_growth_projected
RO,Romania,2028,1790,2599.0,68.9,imf_derived,mean_growth_projected
RO,Romania,2029,1909,2751.0,69.4,imf_derived,mean_growth_projected
RO,Romania,2030,2037,2918.0,69.8,imf_derived,mean_growth_projected
RO,Romania,2031,2166,3095.0,70.0,imf_derived,mean_growth_projected
RS,Serbia,1995,209,,,,mean_growth_backcast
RS,Serbia,1996,142,,,,mean_growth_backcast
RS,Serbia,1997,168,286.0,58.8,imf_derived,mean_growth_backcast
RS,Serbia,1998,134,298.0,45.0,imf_derived,mean_growth_backcast
RS,Serbia,1999,140,423.0,33.1,imf_derived,mean_growth_backcast
RS,Serbia,2000,206,1035.0,19.9,eurostat_pli,mean_growth_backcast
RS,Serbia,2001,120,333.0,36.0,eurostat_pli,mean_growth_backcast
RS,Serbia,2002,180,440.0,40.9,eurostat_pli,mean_growth_backcast
RS,Serbia,2003,210,496.0,42.3,eurostat_pli,mean_growth_backcast
RS,Serbia,2004,232,571.0,40.6,eurostat_pli,mean_growth_backcast
RS,Serbia,2005,252,633.0,39.8,eurostat_pli,mean_growth_backcast
RS,Serbia,2006,309,717.0,43.1,eurostat_pli,mean_growth_backcast
RS,Serbia,2007,397,824.0,48.2,eurostat_pli,mean_growth_backcast
RS,Serbia,2008,460,927.0,49.6,eurostat_pli,mean_growth_backcast
RS,Serbia,2009,434,925.0,46.9,eurostat_pli,mean_growth_backcast
RS,Serbia,2010,425,951.0,44.7,eurostat_pli,mean_growth_backcast
RS,Serbia,2011,477,998.0,47.8,eurostat_pli,mean_growth_backcast
RS,Serbia,2012,467,1026.0,45.5,eurostat_pli,mean_growth_backcast
RS,Serbia,2013,494,1025.0,48.2,eurostat_pli,mean_growth_backcast
RS,Serbia,2014,482,1019.0,47.3,eurostat_pli,ses_survey
RS,Serbia,2015,490,1045.0,46.9,eurostat_pli,ses_interpolated
RS,Serbia,2016,498,1053.0,47.3,eurostat_pli,ses_interpolated
RS,Serbia,2017,507,1035.0,49.0,eurostat_pli,ses_interpolated
RS,Serbia,2018,515,1008.0,51.1,eurostat_pli,ses_survey
RS,Serbia,2019,576,1114.0,51.7,eurostat_pli,ses_interpolated
RS,Serbia,2020,636,1202.0,52.9,eurostat_pli,ses_interpolated
RS,Serbia,2021,697,1272.0,54.8,eurostat_pli,ses_interpolated
RS,Serbia,2022,758,1309.0,57.9,eurostat_pli,ses_survey
RS,Serbia,2023,869,1427.0,60.9,eurostat_pli,mean_growth_projected
RS,Serbia,2024,997,1624.0,61.4,eurostat_pli,mean_growth_projected
RS,Serbia,2025,1118,1750.0,63.9,imf_derived,mean_growth_projected
RS,Serbia,2026,1218,1876.0,64.9,imf_derived,mean_growth_projected
RS,Serbia,2027,1337,2001.0,66.8,imf_derived,mean_growth_projected
RS,Serbia,2028,1437,2128.0,67.5,imf_derived,mean_growth_projected
RS,Serbia,2029,1544,2266.0,68.1,imf_derived,mean_growth_projected
RS,Serbia,2030,1660,2417.0,68.7,imf_derived,mean_growth_projected
RS,Serbia,2031,1785,2578.0,69.2,imf_derived,mean_growth_projected
RU,Russia,2000,53,197.0,26.9,imf_derived,mean_growth_backcast
RU,Russia,2001,78,257.0,30.4,imf_derived,mean_growth_backcast
RU,Russia,2002,93,307.0,30.3,imf_derived,mean_growth_backcast
RU,Russia,2003,101,355.0,28.4,imf_derived,mean_growth_backcast
RU,Russia,2004,120,373.0,32.1,imf_derived,mean_growth_backcast
RU,Russia,2005,155,402.0,38.5,imf_derived,national_office
RU,Russia,2006,204,447.0,45.7,imf_derived,national_interpolated
RU,Russia,2007,253,512.0,49.4,imf_derived,national_office
RU,Russia,2008,276,500.0,55.2,imf_derived,national_interpolated
RU,Russia,2009,299,646.0,46.3,imf_derived,national_office
RU,Russia,2010,346,606.0,57.1,imf_derived,national_interpolated
RU,Russia,2011,393,610.0,64.5,imf_derived,national_office
RU,Russia,2012,448,628.0,71.3,imf_derived,national_interpolated
RU,Russia,2013,503,719.0,70.0,imf_derived,national_office
RU,Russia,2014,434,712.0,61.0,imf_derived,national_interpolated
RU,Russia,2015,365,746.0,48.9,imf_derived,national_office
RU,Russia,2016,398,871.0,45.7,imf_derived,national_interpolated
RU,Russia,2017,430,807.0,53.3,imf_derived,national_office
RU,Russia,2018,425,865.0,49.1,imf_derived,national_interpolated
RU,Russia,2019,421,828.0,50.9,imf_derived,national_office
RU,Russia,2020,403,918.0,43.9,imf_derived,national_interpolated
RU,Russia,2021,385,898.0,42.9,imf_derived,national_office
RU,Russia,2022,477,823.0,58.0,imf_derived,national_interpolated
RU,Russia,2023,569,1258.0,45.2,imf_derived,national_office
RU,Russia,2024,573,1278.0,44.8,imf_derived,national_office
RU,Russia,2025,794,1623.0,48.9,imf_derived,national_office
RU,Russia,2026,763,1647.0,46.3,imf_derived,mean_growth_projected
RU,Russia,2027,730,1708.0,42.7,imf_derived,mean_growth_projected
RU,Russia,2028,737,1763.0,41.8,imf_derived,mean_growth_projected
RU,Russia,2029,744,1824.0,40.8,imf_derived,mean_growth_projected
RU,Russia,2030,753,1889.0,39.9,imf_derived,mean_growth_projected
RU,Russia,2031,762,1956.0,39.0,imf_derived,mean_growth_projected
SE,Sweden,1995,1689,1412.0,119.6,eurostat_pli,mean_growth_backcast
SE,Sweden,1996,1977,1542.0,128.2,eurostat_pli,mean_growth_backcast
SE,Sweden,1997,2053,1593.0,128.9,eurostat_pli,mean_growth_backcast
SE,Sweden,1998,2066,1631.0,126.7,eurostat_pli,mean_growth_backcast
SE,Sweden,1999,2166,1714.0,126.4,eurostat_pli,mean_growth_backcast
SE,Sweden,2000,2363,1809.0,130.6,eurostat_pli,mean_growth_backcast
SE,Sweden,2001,2227,1815.0,122.7,eurostat_pli,mean_growth_backcast
SE,Sweden,2002,2316,1848.0,125.3,eurostat_pli,ses_survey
SE,Sweden,2003,2377,1878.0,126.6,eurostat_pli,ses_interpolated
SE,Sweden,2004,2438,1955.0,124.7,eurostat_pli,ses_interpolated
SE,Sweden,2005,2500,2005.0,124.7,eurostat_pli,ses_interpolated
SE,Sweden,2006,2561,2069.0,123.8,eurostat_pli,ses_survey
SE,Sweden,2007,2635,2169.0,121.5,eurostat_pli,ses_interpolated
SE,Sweden,2008,2709,2302.0,117.7,eurostat_pli,ses_interpolated
SE,Sweden,2009,2783,2503.0,111.2,eurostat_pli,ses_interpolated
SE,Sweden,2010,2857,2286.0,125.0,eurostat_pli,ses_survey
SE,Sweden,2011,2978,2266.0,131.4,eurostat_pli,ses_interpolated
SE,Sweden,2012,3098,2302.0,134.6,eurostat_pli,ses_interpolated
SE,Sweden,2013,3218,2337.0,137.7,eurostat_pli,ses_interpolated
SE,Sweden,2014,3339,2496.0,133.8,eurostat_pli,ses_survey
SE,Sweden,2015,3324,2524.0,131.7,eurostat_pli,ses_interpolated
SE,Sweden,2016,3309,2468.0,134.1,eurostat_pli,ses_interpolated
SE,Sweden,2017,3294,2462.0,133.8,eurostat_pli,ses_interpolated
SE,Sweden,2018,3279,2572.0,127.5,eurostat_pli,ses_survey
SE,Sweden,2019,3325,2666.0,124.7,eurostat_pli,ses_interpolated
SE,Sweden,2020,3371,2675.0,126.0,eurostat_pli,ses_interpolated
SE,Sweden,2021,3417,2645.0,129.2,eurostat_pli,ses_interpolated
SE,Sweden,2022,3463,2738.0,126.5,eurostat_pli,ses_survey
SE,Sweden,2023,3328,2828.0,117.7,eurostat_pli,mean_growth_projected
SE,Sweden,2024,3452,2935.0,117.6,eurostat_pli,mean_growth_projected
SE,Sweden,2025,3685,3185.0,115.7,imf_derived,mean_growth_projected
SE,Sweden,2026,4151,3451.0,120.3,imf_derived,mean_growth_projected
SE,Sweden,2027,4306,3570.0,120.6,imf_derived,mean_growth_projected
SE,Sweden,2028,4491,3691.0,121.7,imf_derived,mean_growth_projected
SE,Sweden,2029,4658,3816.0,122.1,imf_derived,mean_growth_projected
SE,Sweden,2030,4838,3950.0,122.5,imf_derived,mean_growth_projected
SE,Sweden,2031,5016,4084.0,122.8,imf_derived,mean_growth_projected
SI,Slovenia,1995,574,797.0,72.0,eurostat_pli,mean_growth_backcast
SI,Slovenia,1996,604,859.0,70.3,eurostat_pli,mean_growth_backcast
SI,Slovenia,1997,655,908.0,72.1,eurostat_pli,mean_growth_backcast
SI,Slovenia,1998,692,926.0,74.7,eurostat_pli,mean_growth_backcast
SI,Slovenia,1999,717,956.0,75.0,eurostat_pli,mean_growth_backcast
SI,Slovenia,2000,742,1010.0,73.5,eurostat_pli,mean_growth_backcast
SI,Slovenia,2001,786,1056.0,74.4,eurostat_pli,mean_growth_backcast
SI,Slovenia,2002,816,1082.0,75.4,eurostat_pli,ses_survey
SI,Slovenia,2003,858,1130.0,75.9,eurostat_pli,ses_interpolated
SI,Slovenia,2004,900,1206.0,74.6,eurostat_pli,ses_interpolated
SI,Slovenia,2005,941,1263.0,74.5,eurostat_pli,ses_interpolated
SI,Slovenia,2006,983,1282.0,76.7,eurostat_pli,ses_survey
SI,Slovenia,2007,1039,1302.0,79.8,eurostat_pli,ses_interpolated
SI,Slovenia,2008,1094,1339.0,81.7,eurostat_pli,ses_interpolated
SI,Slovenia,2009,1150,1345.0,85.5,eurostat_pli,ses_interpolated
SI,Slovenia,2010,1206,1431.0,84.3,eurostat_pli,ses_survey
SI,Slovenia,2011,1233,1473.0,83.7,eurostat_pli,ses_interpolated
SI,Slovenia,2012,1260,1533.0,82.2,eurostat_pli,ses_interpolated
SI,Slovenia,2013,1287,1573.0,81.8,eurostat_pli,ses_interpolated
SI,Slovenia,2014,1314,1593.0,82.5,eurostat_pli,ses_survey
SI,Slovenia,2015,1347,1627.0,82.8,eurostat_pli,ses_interpolated
SI,Slovenia,2016,1380,1661.0,83.1,eurostat_pli,ses_interpolated
SI,Slovenia,2017,1414,1704.0,83.0,eurostat_pli,ses_interpolated
SI,Slovenia,2018,1447,1729.0,83.7,eurostat_pli,ses_survey
SI,Slovenia,2019,1524,1821.0,83.7,eurostat_pli,ses_interpolated
SI,Slovenia,2020,1600,1921.0,83.3,eurostat_pli,ses_interpolated
SI,Slovenia,2021,1677,1989.0,84.3,eurostat_pli,ses_interpolated
SI,Slovenia,2022,1754,2083.0,84.2,eurostat_pli,ses_survey
SI,Slovenia,2023,1925,2233.0,86.2,eurostat_pli,mean_growth_projected
SI,Slovenia,2024,2038,2334.0,87.3,eurostat_pli,mean_growth_projected
SI,Slovenia,2025,2198,2492.0,88.2,imf_derived,mean_growth_projected
SI,Slovenia,2026,2352,2677.0,87.9,imf_derived,mean_growth_projected
SI,Slovenia,2027,2442,2792.0,87.5,imf_derived,mean_growth_projected
SI,Slovenia,2028,2546,2906.0,87.6,imf_derived,mean_growth_projected
SI,Slovenia,2029,2657,3029.0,87.7,imf_derived,mean_growth_projected
SI,Slovenia,2030,2771,3161.0,87.7,imf_derived,mean_growth_projected
SI,Slovenia,2031,2889,3298.0,87.6,imf_derived,mean_growth_projected
SK,Slovakia,1995,154,393.0,39.2,eurostat_pli,mean_growth_backcast
SK,Slovakia,1996,174,437.0,39.8,eurostat_pli,mean_growth_backcast
SK,Slovakia,1997,210,493.0,42.6,eurostat_pli,mean_growth_backcast
SK,Slovakia,1998,222,520.0,42.7,eurostat_pli,mean_growth_backcast
SK,Slovakia,1999,213,527.0,40.4,eurostat_pli,mean_growth_backcast
SK,Slovakia,2000,249,566.0,44.0,eurostat_pli,mean_growth_backcast
SK,Slovakia,2001,258,596.0,43.3,eurostat_pli,mean_growth_backcast
SK,Slovakia,2002,284,633.0,44.9,eurostat_pli,ses_survey
SK,Slovakia,2003,322,669.0,48.1,eurostat_pli,ses_interpolated
SK,Slovakia,2004,360,692.0,52.0,eurostat_pli,ses_interpolated
SK,Slovakia,2005,398,740.0,53.8,eurostat_pli,ses_interpolated
SK,Slovakia,2006,436,773.0,56.4,eurostat_pli,ses_survey
SK,Slovakia,2007,490,784.0,62.5,eurostat_pli,ses_interpolated
SK,Slovakia,2008,544,816.0,66.7,eurostat_pli,ses_interpolated
SK,Slovakia,2009,599,877.0,68.3,eurostat_pli,ses_interpolated
SK,Slovakia,2010,653,985.0,66.3,eurostat_pli,ses_survey
SK,Slovakia,2011,684,1006.0,68.0,eurostat_pli,ses_interpolated
SK,Slovakia,2012,716,1048.0,68.3,eurostat_pli,ses_interpolated
SK,Slovakia,2013,748,1100.0,68.0,eurostat_pli,ses_interpolated
SK,Slovakia,2014,779,1151.0,67.7,eurostat_pli,ses_survey
SK,Slovakia,2015,833,1218.0,68.4,eurostat_pli,ses_interpolated
SK,Slovakia,2016,888,1227.0,72.4,eurostat_pli,ses_interpolated
SK,Slovakia,2017,942,1253.0,75.2,eurostat_pli,ses_interpolated
SK,Slovakia,2018,996,1284.0,77.6,eurostat_pli,ses_survey
SK,Slovakia,2019,1067,1361.0,78.4,eurostat_pli,ses_interpolated
SK,Slovakia,2020,1138,1486.0,76.6,eurostat_pli,ses_interpolated
SK,Slovakia,2021,1210,1582.0,76.5,eurostat_pli,ses_interpolated
SK,Slovakia,2022,1281,1628.0,78.7,eurostat_pli,ses_survey
SK,Slovakia,2023,1409,1761.0,80.0,eurostat_pli,mean_growth_projected
SK,Slovakia,2024,1498,1868.0,80.2,eurostat_pli,mean_growth_projected
SK,Slovakia,2025,1584,1938.0,81.7,imf_derived,mean_growth_projected
SK,Slovakia,2026,1748,2108.0,82.9,imf_derived,mean_growth_projected
SK,Slovakia,2027,1837,2197.0,83.6,imf_derived,mean_growth_projected
SK,Slovakia,2028,1939,2306.0,84.1,imf_derived,mean_growth_projected
SK,Slovakia,2029,2038,2416.0,84.3,imf_derived,mean_growth_projected
SK,Slovakia,2030,2131,2537.0,84.0,imf_derived,mean_growth_projected
SK,Slovakia,2031,2218,2646.0,83.8,imf_derived,mean_growth_projected
SM,San Marino,2025,2271,2124.0,106.9,imf_derived,ratio_estimate
TR,Turkey,2004,308,564.0,54.6,eurostat_pli,mean_growth_backcast
TR,Turkey,2005,368,605.0,60.8,eurostat_pli,mean_growth_backcast
TR,Turkey,2006,339,579.0,58.5,eurostat_pli,ses_survey
TR,Turkey,2007,366,607.0,60.3,eurostat_pli,ses_interpolated
TR,Turkey,2008,394,662.0,59.5,eurostat_pli,ses_interpolated
TR,Turkey,2009,422,762.0,55.4,eurostat_pli,ses_interpolated
TR,Turkey,2010,449,737.0,60.9,eurostat_pli,ses_survey
TR,Turkey,2011,458,825.0,55.5,eurostat_pli,ses_interpolated
TR,Turkey,2012,466,781.0,59.7,eurostat_pli,ses_interpolated
TR,Turkey,2013,474,810.0,58.5,eurostat_pli,ses_interpolated
TR,Turkey,2014,483,911.0,53.0,eurostat_pli,ses_survey
TR,Turkey,2015,488,914.0,53.4,eurostat_pli,ses_interpolated
TR,Turkey,2016,494,925.0,53.4,eurostat_pli,ses_interpolated
TR,Turkey,2017,500,1022.0,48.9,eurostat_pli,ses_interpolated
TR,Turkey,2018,505,1197.0,42.2,eurostat_pli,ses_survey
TR,Turkey,2019,572,1288.0,44.4,eurostat_pli,mean_growth_projected
TR,Turkey,2020,533,1300.0,41.0,eurostat_pli,mean_growth_projected
TR,Turkey,2021,487,1188.0,41.0,eurostat_pli,mean_growth_projected
TR,Turkey,2022,509,1229.0,41.4,eurostat_pli,mean_growth_projected
TR,Turkey,2023,709,1611.0,44.0,eurostat_pli,mean_growth_projected
TR,Turkey,2024,892,1752.0,50.9,eurostat_pli,mean_growth_projected
TR,Turkey,2025,1039,1800.0,57.7,imf_derived,mean_growth_projected
TR,Turkey,2026,1062,1987.0,53.5,imf_derived,mean_growth_projected
TR,Turkey,2027,1050,2091.0,50.2,imf_derived,mean_growth_projected
TR,Turkey,2028,1117,2203.0,50.7,imf_derived,mean_growth_projected
TR,Turkey,2029,1177,2331.0,50.5,imf_derived,mean_growth_projected
TR,Turkey,2030,1230,2469.0,49.8,imf_derived,mean_growth_projected
TR,Turkey,2031,1282,2609.0,49.1,imf_derived,mean_growth_projected
UA,Ukraine,1999,35,211.0,16.6,imf_derived,ratio_estimate
UA,Ukraine,2000,41,222.0,18.5,imf_derived,ratio_estimate
UA,Ukraine,2002,65,318.0,20.4,imf_derived,ratio_estimate
UA,Ukraine,2003,67,376.0,17.8,imf_derived,ratio_estimate
UA,Ukraine,2004,77,424.0,18.2,imf_derived,ratio_estimate
UA,Ukraine,2005,109,471.0,23.1,imf_derived,ratio_estimate
UA,Ukraine,2006,142,533.0,26.6,imf_derived,ratio_estimate
UA,Ukraine,2007,168,575.0,29.2,imf_derived,ratio_estimate
UA,Ukraine,2008,202,606.0,33.3,imf_derived,ratio_estimate
UA,Ukraine,2009,151,566.0,26.7,imf_derived,ratio_estimate
UA,Ukraine,2010,184,599.0,30.7,imf_derived,ratio_estimate
UA,Ukraine,2011,205,627.0,32.7,imf_derived,ratio_estimate
UA,Ukraine,2012,255,673.0,37.9,imf_derived,ratio_estimate
UA,Ukraine,2013,266,704.0,37.8,imf_derived,ratio_estimate
UA,Ukraine,2014,191,663.0,28.8,imf_derived,ratio_estimate
UA,Ukraine,2015,149,577.0,25.8,imf_derived,ratio_estimate
UA,Ukraine,2016,158,616.0,25.7,imf_derived,ratio_estimate
UA,Ukraine,2017,205,705.0,29.1,imf_derived,ratio_estimate
UA,Ukraine,2018,238,782.0,30.4,imf_derived,ratio_estimate
UA,Ukraine,2019,314,898.0,35.0,imf_derived,ratio_estimate
UA,Ukraine,2020,325,992.0,32.7,imf_derived,ratio_estimate
UA,Ukraine,2021,375,1051.0,35.7,imf_derived,ratio_estimate
UA,Ukraine,2022,334,774.0,43.1,imf_derived,ratio_estimate
UA,Ukraine,2023,442,1055.0,41.9,imf_derived,ratio_estimate
UA,Ukraine,2024,464,1122.0,41.4,imf_derived,ratio_estimate
UA,Ukraine,2025,483,1145.0,42.2,imf_derived,ratio_estimate
UA,Ukraine,2026,575,1409.0,40.8,imf_derived,ratio_estimate
UA,Ukraine,2027,601,1471.0,40.8,imf_derived,ratio_estimate
UA,Ukraine,2028,620,1533.0,40.5,imf_derived,ratio_estimate
UA,Ukraine,2029,640,1616.0,39.6,imf_derived,ratio_estimate
UA,Ukraine,2030,676,1720.0,39.3,imf_derived,ratio_estimate
UA,Ukraine,2031,721,1833.0,39.3,imf_derived,ratio_estimate
